Comments,Negative,Cleaning Ability,Usability,Battery or Charge,Reliability,Noise
 High Power mode consumes entire battery in under 10 minutes,1,0,0,1,0,0
Very slow charge time; I assume they do this to prevent dendrites from forming in Lithium Battery,1,0,0,1,0,0
On max suction-I can only get through one flight of stairs before it dies and have to wait 5 hours for it to recharge. bATTERY LASTS BARELY 7 MINUTES.,1,0,0,1,0,0
"The battery life is short. I was fully charged, I vacuumed a couple small rooms, I left the vacuum leaning on the wall for about a week and when I went to get it for another use it was completely dead.In conclusion, get yourself a regular handheld cordless vacuum and one awesome traditional vacuum",1,0,0,1,0,0
The battery life is pretty sad to be honest. We use it for little messes and then have to charge it.,1,0,0,1,0,0
The battery charge doesn’t last long at all. I can’t vacuum my whole house,1,0,0,1,0,0
Battery doesn’t last as long as stated ,1,0,0,1,0,0
"Battery power is low, vacuum dies super fast, and the battery pack become defective quick. Even though I had this vacuum in a short time period, my major complaints are the battery pack/power drains really fast and the battery pack itself became defective quick.",1,0,0,1,0,0
Vacuum and Battery sucks.,1,0,0,1,0,0
NO GOOD  BATTERY LIFE 😕. VERY  short battery life and if cleaning carpet battery  runs out in about 10 minutes ,1,0,0,1,0,0
" The only problem is the battery doesn’t last long, so I brought an additional one",1,0,0,1,0,0
The battery is so so bad. It can't even hold enough charge to vacuum more than a 10 minute stretch,1,0,0,1,0,0
The battery life is awful and inexcusable. In this day and age the fact that I cannot vacuum for more than ten minutes without the battery dying is embarrassing,1,0,0,1,0,0
 Battery lasts 10 minutes,1,0,0,1,0,0
Battery Life is Bad. This could have been a really nice vacuum had they given it a battery that lasted more than 10 minutes on a full charge,1,0,0,1,0,0
it’s also short on battery life.,1,0,0,1,0,0
" battery lasts about 15 minutes, it’s ridiculous",1,0,0,1,0,0
"Battery is awful!. I like this vacuum fine, except for the battery",1,0,0,1,0,0
but battery dies before you finish .. last about ten minutes max ,1,0,0,1,0,0
"The battery life was never very long.  15-ish minutes,",1,0,0,1,0,0
 I can only vacuum my living room and dining room before having to put the battery pack back to recharge,1,0,0,1,0,0
"the battery on the other side doesn't last long, had to recharge mid cleaning ",1,0,0,1,0,0
"It works well but the battery SUCKS. It last long enough to vacuum 3 rooms, one with carpet (about 10 minutes MAX).",1,0,0,1,0,0
  Battery doesn’t last very long if you use carpet setting.,1,0,0,1,0,0
Battery is the only thing that sucks.,1,0,0,1,0,0
You don’t get 80 minutes out of vacuuming your floor even on the low setting,1,0,0,1,0,0
"Battery life isn’t great, so you can use it for short periods of time only",1,0,0,1,0,0
 the battery life is terrible. You need an extra one to get through your whole house,1,0,0,1,0,0
Battery doesn’t last for more than a few minutes. Just purchased this vacuum a few weeks ago. We start vacuuming with a fully charged battery and it only lasts for a few minutes,1,0,0,1,0,0
Literally does NOT hold a charge,1,0,0,1,0,0
But the battery on this thing is absolutely awful.Barely lasts 4 minutes before dying.,1,0,0,1,0,0
But the battery is a joke. Only 7 min of life in Max suction and that's it,1,0,0,1,0,0
Battery sucks 😔 I really liked this. It's a nice tool until the battery doesn't last very long,1,0,0,1,0,0
Battery. Battery life sucks,1,0,0,1,0,0
"Died quick. It dies very quickly, and then has to charge for multiple hours. On the lowest setting it lasts for maybe 20 min but has very little suction. The highest setting sucks great but will run for no more then 8-10 min",1,0,0,1,0,0
Short battery life. Really short battery life so not entirely useful for our whole home.,1,0,0,1,0,0
Cons: I drained the charge just vacuuming half my new couch. Really? I also wanted to vacuum the room? And now I have to wait,1,0,0,1,0,0
The battery life isn’t great.. I brought this on sale from Amazon and thought it was a great deal. The battery doesn’t last long though and it takes forever to charge.,1,0,0,1,0,0
Don't Waste Your Time. We returned this unit. The battery life was less than 7 minutes at full power.,1,0,0,1,0,0
"Ridiculously low operating time on battery. Shame on me for not reading the fine print more closely, but this unit is virtually useless for use as a vacuum cleaner.",1,0,0,1,0,0
"Battery life is TERRIBLE!!. I originally loved the feel and the way it cleaned, but that only lasted less than 10 minutes when the battery died. For this price, it should have a better battery life!!",1,0,0,1,0,0
"Battery doesn't last and other issues. I really wanted to like this stick vacuum, but it just doesn't quite check all the boxes. The battery life is horrible. I have to do one room at a time between charges to really get things clean. It should at least come with two batteries",1,0,0,1,0,0
" Battery power charge is very poor. Doesn't last 30 minutes, ",1,0,0,1,0,0
 but batteries run for only 20 mins,1,0,0,1,0,0
but battery sucks,1,0,0,1,0,0
" However, the battery takes several hours to charge and lasts less than 7 minutes. Not too happy with that!",1,0,0,1,0,0
 and the battery does not last very long,1,0,0,1,0,0
 but the battery doesn't last very long and the suction power is just adequate.,1,0,0,1,0,0
Terrible battery. This is basically a good vacuum. The only major concern is the terribly short life span of the battery when in full operation. I was compelled to buy a ridiculously expensive second battery rather than stop vacuuming and wait 3 hours for it to re-charge.,1,0,0,1,0,0
Not worth it. Battery does not last long ,1,0,0,1,0,0
I wish the battery lasted longer.. I feel like this has a bit of a learning curve but it does a good job nonetheless. The basic suction is never enough. I always have to use the max to get a good vacuum in which drains the battery pretty quickly.,1,0,0,1,0,0
Could be better. I really liked this vacuum but the battery life is just too short.,1,0,0,1,0,0
Battery on last 15 mins or so but take 2hrs to charge.,1,0,0,1,0,0
The battery (fully charged) said it would last 60 minutes - it doesn’t last but maybe 10 minutes.  Very disappointing when you just need it for maybe 30 minutes at very most but have to keep hanging it on charger.,1,0,0,1,0,0
I frequently switched to the “Power” mode (and a few times to the “Turbo” mode). This drastically reduced the battery life and had to swap out the provided 2nd battery almost all the time. ,1,0,0,1,0,0
"Battery life - isn't that great compared to others in the market, but you get two, so it is not as bad.  ",1,0,0,1,0,0
"I often have to resort to using the extra, extra power setting, which works better but shortens running time drastically.",1,0,0,1,0,0
The power mode feels strong but only last less than 10 min(!),1,0,0,1,0,0
Just wish the battery life was better.,1,0,0,1,0,0
The only bad thing is battery life while on the highest setting.,1,0,0,1,0,0
 I just wish that the battery lasted longer between charges,1,0,0,1,0,0
"The battery lasts a decent amount, but I do wish I didn't have to charge it as often",1,0,0,1,0,0
Wish it had longer battery life. Love it except I wish it had longer battery life. Only lasts for a little over 30mins.,1,0,0,1,0,0
" If it had a little more battery life, it would be the perfect vacuum!",1,0,0,1,0,0
Only complain is the battery time on the max suction power is only around 6 minutes.,1,0,0,1,0,0
"but not the battery.. Best vacuum cleaner ever. But, because nothing is perfect…the battery drains too fast.",1,0,0,1,0,0
"The only redeeming quality was the battery, but it only operates 40 mins on MEDIUM. 5 mins on boost. ",1,0,0,1,0,0
 and very good battery life,0,0,0,1,0,0
Battery life is wonderful ( 2 batteries),0,0,0,1,0,0
The battery stays charged to vacuum my house and still going strong. Highly recommend.,0,0,0,1,0,0
Nice and powerful vacuum last longer then the competitors on one charge,0,1,0,1,0,0
 Lasts long time,0,0,0,1,0,0
Great stuff. It has a great battery life,0,0,0,1,0,0
Long battery life!Quick to charge,0,0,0,1,0,0
haven’t timed it but the batteries seem to recharge quickly,0,0,0,1,0,0
The battery lasts up to an hour and doesn’t take much time to recharge.,0,0,0,1,0,0
"The battery life is amazing! You can clean multiple rooms on a full charge. On the high powered setting, the vacuum can clean for over 25 minutes without the need for a recharge. ",0,0,0,1,0,0
Has been working very well and gives good battery life,0,0,0,1,0,0
longer battery time.,0,0,0,1,0,0
the battery life when fully charged is just what I need for my home.,0,0,0,1,0,0
The battery last longer then I had expected.,0,0,0,1,0,0
The battery lasts long enough to clean the whole floor and stairs. ,0,0,0,1,0,0
light and battery actually last the 60 minutes,0,0,0,1,0,0
the battery power gives me the freedom to move all over the house without having to unplug and move to another outlet,0,0,0,1,0,0
Light and powerfulGood battery life,0,0,0,1,0,0
"Battery lasts long enough to do a quick vaccum of my whole 1200 sqft house, at least twice",0,0,0,1,0,0
has long power life.,0,0,0,1,0,0
it had so much more power and lasts much longer than my older one.,0,0,0,1,0,0
The battery lasts long enough to do an apartment. ,0,0,0,1,0,0
and having 2 batteries is great,0,0,0,1,0,0
The battery life is very good and,0,0,0,1,0,0
 I love that there are two batteries and ,0,0,0,1,0,0
great that it comes with two rechargeable batteries!,0,0,0,1,0,0
The 2 batteries are nice as have a large area of hardwood floors,0,0,0,1,0,0
The charge last forever and then you can do it all again with the extra battery.,0,0,0,1,0,0
The battery lasts for a very long time and ,0,0,0,1,0,0
and the battery last surprisingly long.,0,0,0,1,0,0
"long battery life, ",0,0,0,1,0,0
The battery life is great as well. Sometimes I can vacuum the entire house with one battery but always have a backup just in case.,0,0,0,1,0,0
Positive Review. Battery lasts better than expected. ,0,0,0,1,0,0
" The charge lasts for a reasonably long time. I had considered ordering a spare battery, but at this point I really don't think it's necessary. ",0,0,0,1,0,0
The removable batteries are the best feature,0,0,0,1,0,0
two batteries let's you complete the cleaning,0,0,0,1,0,0
Two batteries ensure that you never run out of power when you need it: simply swap the depleted battery with the other one,0,0,0,1,0,0
" Swappable batteries enable me to vacuum the whole house in one session, and the bin is big enough to actually be useful",0,0,0,1,0,0
 Very happy with the battery,0,0,0,1,0,0
"The best feature to me is the battery life! I have a 3,000 sqft house with the majority of the space on the main floor. I can clean the main floor on one battery and still have juice to spare",0,0,0,1,0,0
This vacuum has amazing battery life and,0,0,0,1,0,0
The battery last a little longer.,0,0,0,1,0,0
"Amazing battery life. I love my Tineco cordless vacuum. It has a powerful suction and when I need a little extra suction the Max suction button comes in handy. It is also lightweight wich I love especially for doing the stairs in my house. What I love the most is the battery life of the vacuum. It comes with 2 batteries and most of the time I’m able to vacuum my entire house (1,400 sqf) rug and hardwood floors on just one battery which is amazing!",0,0,0,1,0,0
 and holds a charge for a long time.,0,0,0,1,0,0
Great battery life. The battery life on this thing is pretty great! I can do my entire 2000+ sq ft house without having to switch the battery out.,0,0,0,1,0,0
Did not have any issues with battery life.,0,0,0,1,0,0
 and lasts long enough to pick up everything in the house ,0,0,0,1,0,0
" I’m able to thoroughly clean my 1,000 square foot carpeted home on a single battery charge.",0,0,0,1,0,0
 It comes with two batteries so I always have a second one to use if I’m doing more than just the floors,0,0,0,1,0,0
The battery life is a HUGE improvement from the V8. The V10’s suction is strong enough and has a battery powerful enough to completely replace your upright vacuum,0,1,0,1,0,0
 The two batteries allows for a whole home cleaning of 3000 sq ft. Highly recommend!,0,0,0,1,0,0
It also comes with 2 detachable batteries which doubles your battery life,0,0,0,1,0,0
Has a longer battery life span than the dyson ,0,0,0,1,0,0
Love the power and battery life.,0,1,0,1,0,0
The battery lasts for days and is a game changer cleaning our stairs.,0,0,0,1,0,0
 I love that this vacuum has 2 batteries that can be charged at the same time.,0,0,0,1,0,0
Pros - it comes with an extra battery which is pretty helpful,0,0,0,1,0,0
Having two batteries is also convenient when we have to do the whole downstairs. ,0,0,0,1,0,0
Great battery life between recharges.,0,0,0,1,0,0
Do like the dual battery system,0,0,0,1,0,0
Vacuumes my entire house on same charge.,0,0,0,1,0,0
Long Battery Life: I have been using this for days on all the floors with the the regular brush head and with the UV head on all the beds and furniture. I have yet to have to recharge it.,0,0,0,1,0,0
battery life is insane and ,0,0,0,1,0,0
 I can do my entire house without the battery dying.,0,0,0,1,0,0
Our home is 2100+ feet and the battery easy lasts for that size of home,0,0,0,1,0,0
"5,500’ home and the battery will last almost for the entire house.",0,0,0,1,0,0
40-60 minutes with a single battery on normal setting and powerhead,0,0,0,1,0,0
Long-lasting battery,0,0,0,1,0,0
 long-lasting battery,0,0,0,1,0,0
 This model has a much longer lasting battery and it has the power to get the job done,0,0,0,1,0,0
 Battery last longer and variable speed,0,0,0,1,0,0
Very pleased with battery life,0,0,0,1,0,0
The extra battery is really nice no one room left and the battery dies.,0,0,0,1,0,0
Also the 2nd battery is a nice addition. The battery life was the real advantage I could see. I was able to clean about twice the space as compared to other brands I have tried on the single battery charge,0,0,0,1,0,0
long battery life allow us to vacuum the whole house on a single charge,0,0,0,1,0,0
 Long battery life for a stick vac. ,0,0,0,1,0,0
and the battery gets me through the whole house!,0,0,0,1,0,0
Two batteries included that permitted flexibility and non-stop vacuuming for my entire 1900 sqft home.,0,0,0,1,0,0
The battery is removable and replacable.,0,0,0,1,0,0
It has 2 batteries which really comes in handy.,0,0,0,1,0,0
I like that it had two batteries to extend the amount of cleaning time.,0,0,0,1,0,0
The battery lasts a long time-,0,0,0,1,0,0
 It has a very long run time with the 2 included batteries and,0,0,0,1,0,0
 battery seems to last long enough,0,0,0,1,0,0
Battery last enough to vacuum my entire house,0,0,0,1,0,0
Two batteries a plus.,0,0,0,1,0,0
much longer battery life,0,0,0,1,0,0
With two batteries there is no problem doing the whole house.,0,0,0,1,0,0
Multiple batteries useful too,0,0,0,1,0,0
Excellent battery life,0,0,0,1,0,0
it's also very helpful having 2 batteries,0,0,0,1,0,0
Come with 2 batteries so you always have power,0,0,0,1,0,0
Great Product with an extra battery include,0,0,0,1,0,0
Battery last longer than I would have thought. ,0,0,0,1,0,0
Does the entire house ! And no cord..,0,0,0,1,0,0
the battery last much longer than I expected.,0,0,0,1,0,0
Nice power long battery life. ,0,1,0,1,0,0
The battery life is about 45 minutes - 1 hour on a full charge which is plenty of time to clean my entire condo and still have about 30-40% battery at the end of it.,0,0,0,1,0,0
 two long lasting batteries,0,0,0,1,0,0
long battery life,0,0,0,1,0,0
there is a higher-pitched squeal that the vacuum makes,1,0,0,0,0,1
Loud,1,0,0,0,0,1
once you turn it on is almost too loud,1,0,0,0,0,1
"LOUD: I was in the Air Force and spent many a day on the flight line, and this thing on power level three sounds like a jet engine spooling up. It is less the actual volume, which is quite loud, but the piercing nature of the sound that is so bad. My cat hates vacuums but he REALLY hates this one.",1,0,0,0,0,1
This vacuum was very noisy,1,0,0,0,0,1
It produces the sound you get when you trap some largish object that gets stuck on the roller and then makes a LOUD high pitch whine spiced with that stuck unmovable whacking at a high rpm sound! ARRRGH,1,0,0,0,0,1
Loud in Turbo mode - like REALLY loud,1,0,0,0,0,1
 Loud motor,1,0,0,0,0,1
When it's running it's making a very annoying noise,1,0,0,0,0,1
Rickety wheels make an aggravating noise,1,0,0,0,0,1
and noisy,1,0,0,0,0,1
My only reason for leaving off a star is because right away the wheels make a loud chirping noise that I have tried to fix but to no avai,1,0,0,0,0,1
"I don’t love the high pitched noise that it makes while running,",1,0,0,0,0,1
the main motor was making a high pitched noise,1,0,0,0,0,1
and not as loud as normal vacuums.,0,0,0,0,0,1
very quiet,0,0,0,0,0,1
"We loved it, the vacuum was quiter ",0,0,0,0,0,1
it's relatively quiet,0,0,0,0,0,1
This LG CordZero vacuum is a lot quieter than my other cordless vacuum,0,0,0,0,0,1
I love this vacuum it's really quiet ,0,0,0,0,0,1
And is so quiet. I love it!,0,0,0,0,0,1
It’s also very quiet compared to my other cordless and plug in vacuum.,0,0,0,0,0,1
It is very quiet,0,0,0,0,0,1
 It's very quiet compared to the Dyson.,0,0,0,0,0,1
The motor is quiet and ,0,0,0,0,0,1
it's quiet yet powerful,0,1,0,0,0,1
It’s relatively quiet...even my nervous dog who hates vacuums now just lies there while I vacuum around him.,0,0,0,0,0,1
This vacuum is pretty quiet especially considering provided suction power,0,1,0,0,0,1
And it's quiet and light enough that even my toddler likes vacuuming the floors with it!,0,0,1,0,0,1
"This vacuum  is absolutely no louder, and I’d argue quieter, than a hair dryer.",0,0,0,0,0,1
Quiet. It appears that this is the quietest cordless dyson vac as well,0,0,0,0,0,1
The noise is surprsingly quiet as well unless you use the MAX button,0,0,0,0,0,1
Excellent quiet vacuum!. This vacuum is so quiet yet picks up so well!,0,0,0,0,0,1
The Tineco is significantly quieter than any of my Dyson cordless.,0,0,0,0,0,1
 It’s very quiet compared to the other overpriced brands out,0,0,0,0,0,1
and extremely quiet operation,0,0,0,0,0,1
 And you can hear cracking sounds from the vacuum as you push and pull it around the house.,1,0,0,0,0,1
"It was so quiet,",0,0,0,0,0,1
"But I am little disappointed because of noise. When you do vacuum, rubber strip making loud sharp noise with floor.",1,0,0,0,0,1
and it is super quiet but even turning the suction it down ,0,0,0,0,0,1
 In many ways it is; for instance it is worlds quieter. ,0,0,0,0,0,1
"I understand the vacuum being as quiet as possible, so the suction power would suffer a bit.  However, the bacuum still performs well while still being fairly quiet.",0,1,0,0,0,1
Good but makes “squeaking” sound. The product is convenient and works good but makes an awful squeaking sound when using the main head on both carpet and hardwood floors.,1,0,0,0,0,1
My cat much preferred it over a regular vacuum since it wasn’t nearly as noisy or scary,1,0,0,0,0,1
Strong suction but very quiet. I would have rated this vacuum cleaner a 5 star as it is very quiet and yet has a lot of suction,0,1,0,0,0,1
Cons:- the roller makes an annoying squeaking sound,1,0,0,0,0,1
The second noise is more concerning.  The motor is very noisy for such a small machine.  It doesn't seem like an okay sound.,1,0,0,0,0,1
It is extremely loud and honestly a horrible product.,1,0,0,0,0,1
 It is also very quiet which is good for the ears. ,0,0,0,0,0,1
and it makes me feel like it is scratching the hard floor with the sound that I makes. ,1,0,0,0,1,1
A lot of noise for less suction. ,1,1,0,0,0,1
"The wheels squeak when you push it around, the highest speed is kinda noisy",1,0,0,0,0,1
"It looks nice, and not too noisy ",0,0,0,0,0,1
My biggest concern remains whether it is hurting my dog's ears ,1,0,0,0,0,1
I think maybe it is giving off sounds she can hear but I can't,1,0,0,0,0,1
motor started making noise about six months before it quit.,1,0,0,0,0,1
"The tile is pretty durable, so it didn't make scratches, but it did make an annoying sound.",1,0,0,0,0,1
 It’s a lot louder now then it was when I first started using it,1,0,0,0,0,1
"It is definitely quieter than my old Dyson, but part of me wonders if that is because it isn't as powerful. ",0,0,0,0,0,1
"It is definitely quieter than my old Dyson, but part of me wonders if that is because it isn't as powerful. ",1,1,0,0,0,0
 but when we turned it on for the first time it made abnormal motor sounds,1,0,0,0,0,1
This vacuum looks nice and is pretty quiet but it does NOT have the pick up power of a Dyson,1,1,0,0,0,0
This vacuum looks nice and is pretty quiet but it does NOT have the pick up power of a Dyson,1,1,0,0,0,0
Squeaking noise. I don't recommend this.The suction power is not as good as advertised (and compared to other vacuums) even at maximum setting and the wheels do an extremely annoying squeaking noise that persisted even after applying lubricant oil,1,1,0,0,0,1
brush was making a strange clunky noise while under charge.,1,0,0,0,0,1
Started smoking and making loud noises ,1,0,0,0,0,1
Lightweight and quiet,0,0,1,0,0,1
motor makes a clicking sound then stops.,1,0,0,0,1,1
"It wasn’t as powerful as I expected, but it was super quiet, so I think the price of the quietness is less power.",1,1,0,0,0,0
"It wasn’t as powerful as I expected, but it was super quiet, so I think the price of the quietness is less power.",0,0,0,0,0,1
 Makes squeaky noise when using,1,0,0,0,0,1
 I hear they are fantastic and quiet.,0,0,0,0,0,1
"t looks cute, has the headlamp, and surprisingly is much quieter than the Dyson,",0,0,0,0,0,1
while also feeling very powerful in its rotation.,0,1,0,0,0,0
"The ""suction boost button"" does nothing other than make it louder.",1,0,0,0,0,1
 Makes the right noise,0,0,0,0,0,1
 encountered a loud noise from the soft brush head after having used it a total of about 1.5 hours. ,1,0,0,0,0,1
"it is quieter than vacuums with comparable suction (normal mode doesn’t bother the kids though mac is as loud as a big upright),",0,0,0,0,0,1
Decent but weak. Decent vacuum but had low suction power.  Not nearly enough for medium.pile carpet,1,1,0,0,0,0
"but the noise...when I say it’s loud, it’s REALLY LOUD, like turbo jet loud. I have the dyson v11 torque drive and it’s quieter than this vacuum, Like 40% quieter even when in boost mode on the dyson. Sometimes I’ll vacuum at night because my work schedule is so busy and with the dyson I can do it peacefully because it’s not really loud, but with the shark I’m afraid to even do that because it’s so loud and I don’t want to wake my neighbors up. ",1,0,0,0,0,1
"This is the loudest vacuum I’ve ever had, heard or seen. Ridiculously loud. My old vacuum is a Shark Duo Clean Cordless and I really liked it, but I can’t say the same about this one. I will say the battery seems to be pretty good, although it only comes with 1 battery and my old vacuum come with 2, which is handy. The suction seemed pretty good as well. I just can’t handle the noise.",1,0,0,0,0,1
"The powerhead does make a distinct sound, almost like something is caught but it is the powerfins slapping. ",1,0,0,0,0,1
Also the head unit is incredibly loud compared to other vacuums. The power fins make a lot of noise.,1,0,0,0,0,1
Wont pick anything up and is making a terrible noise,1,1,0,0,0,1
tarted making a super loud obnoxious noise ,1,0,0,0,0,1
"A week after the return window closed, the vacuum started making a very loud noise.",1,0,0,0,1,1
"it is now deafeningly loud, and the motor gets extremely hot, blowing hot air towards me. That makes it really uncomfortable to use it, not to mention the noise.",1,0,0,0,0,1
"Medium noise level, not so loud to bother me but not quiet either.",1,0,0,0,0,1
"this one is quieter, but all the buttons, levers, and the plug in are in very inconvenient places.",0,0,1,0,0,0
"his one is quieter, but all the buttons, levers, and the plug in are in very inconvenient places.",0,0,1,0,0,1
"Next, I started to hear a loud noise like some item being flapped by the filter constantly while I was operating the vacuum. I thought maybe a piece of paper somehow got stuck up there and was causing that noise. I reviewed the instructions and removed the filters carefully. They were clean. 100% clean. Nothing was there. Okay, fine. I figured I'd just have to deal with the loud obnoxious noise. ",1,0,0,0,0,1
It is nice and light and quiet,0,0,1,0,0,1
"Vacuum is very loud. I like the fact that it come with 2 rechargeable batteries, but it’s pretty loud",1,0,0,0,0,1
This Vacuum worked for a month or so after which it now makes tons of noise without suction or brush function.,1,0,0,0,1,1
the sound started getting way too loud,1,0,0,0,0,1
 It's quiet compared to former  shark stick vacuum which makes it seem like suction is not as strong. ,1,1,0,0,0,0
 It's quiet compared to former  shark stick vacuum which makes it seem like suction is not as strong. ,0,0,0,0,0,1
I'm disappointed by how loud it is (as are the cats),1,0,0,0,0,1
"how often it clogs, and how difficult it is to clear it.",1,1,0,0,0,0
"how often it clogs, and how difficult it is to clear it.",1,0,1,0,0,0
"it's low suction power, and loud sound when pulling the ""high suction"" trigger (which basically brings suction to average) makes me wish I had spent a little extra and bought a Dyson.",1,1,0,0,0,0
"it's low suction power, and loud sound when pulling the ""high suction"" trigger (which basically brings suction to average) makes me wish I had spent a little extra and bought a Dyson.",1,1,0,0,0,1
The noise is unbelievable! It produces the sound you get when you trap some largish object that gets stuck on the roller and then makes a LOUD high pitch whine spiced with that stuck unmovable whacking at a high rpm sound,1,0,0,0,0,1
 Almost as described except the vacuum is louder and harder to push.,1,0,1,0,0,0
 Almost as described except the vacuum is louder and harder to push.,1,0,0,0,0,1
Very noisy and difficult to maneuver vacuum head.. Too noisy and difficult to use,1,0,1,0,0,0
Very noisy and difficult to maneuver vacuum head.. Too noisy and difficult to use,1,0,1,0,0,1
"I was very disappointed with this vacuum cleaner, it makes a lot of noise, it doesn't tighten at all and the battery lasts 30min maximum,",1,0,0,1,0,1
Power is mediocre at best and is very loud,1,1,0,0,0,1
"Very loud and heavy. This machine is loud and simply sounds unhealthy, it made me check multiple times if something was stuck in there",1,0,1,0,0,1
It’s loud. Ok it’s a vacuum. So I’ll let it slide that it feels loud on both hard and soft floors. Probably because the motor is loud,1,0,0,0,0,1
This vacuum is extremely noisy and clogs easily,1,1,0,0,0,0
This vacuum is extremely noisy and clogs easily,1,1,0,0,0,1
" It works fine, is louder than expected, but the top-heavy design makes it a real pain",1,0,1,0,0,0
" It works fine, is louder than expected, but the top-heavy design makes it a real pain",1,0,1,0,0,1
"Handy but extremely loud. Handy, but extremely loud..",1,0,0,0,0,1
Don’t buy if you don’t like very loud sounds!. Seems powerful. Like that it can be folded. But the sound is ridiculous,1,0,0,0,0,1
and makes a terrible noise ,1,0,0,0,0,1
Too much noise not enough suction. Was hoping for more suction less noise,1,1,0,0,0,1
This vacuum was very noisy,1,0,0,0,0,1
"The suction is weak yet the noise level on max does not reflect that. Even turning it up high, and the noise increases,",1,1,0,0,0,0
"The suction is weak yet the noise level on max does not reflect that. Even turning it up high, and the noise increases,",1,1,0,0,0,1
Low profile and quiet,0,0,0,0,0,1
Pros: It is whisper quiet ,0,0,0,0,0,1
" it is not too noisy, however, it is not very powerful in terms of the engine",1,1,0,0,0,0
" it is not too noisy, however, it is not very powerful in terms of the engine",0,0,0,0,0,1
" There were several reviews that stated the Raycop was loud. I have no idea what they are talking about. For a vacuum and it’s size, I would say it far quieter than average. On a scale of 1 to 10 with 10 being the quietest, I would give it a ",0,0,0,0,0,1
"The suction is very good, and not terribly loud",0,1,0,0,0,0
"The suction is very good, and not terribly loud",0,1,0,0,0,1
but the canister for holding the dust is too small and therefore needs to be emptied frequently.  The vacuum is also heavier and more cumbersome to handle.,1,0,1,0,0,0
 I also loved how much quieter it was than any other type of vacuum I've had,0,0,0,0,0,1
and how quiet it was...which was a blessing because my shepherds HATE the sound of a traditional vacuum cleaner and tolerate this one which allowed me a daily vacuum of the house which controlled the dog hair.,0,0,0,0,0,1
All the motor noise is up near your ears too.,1,0,0,0,0,1
Is loud and has suction not as strong as my other vacuum but it does.,1,1,0,0,0,0
Is loud and has suction not as strong as my other vacuum but it does.,1,1,0,0,0,1
 I love this vacuum it's really quiet the suction power is great its pretty small if you want a space savor the only thing is it doesn't stand on ots own,0,1,0,0,0,1
"Only had this a few weeks, so far great suction but the wheels on it squeak very loudly. Annoying.",1,0,0,0,0,1
t's quiet enough you can still talk to others without yelling in the room when it's on.,0,0,0,0,0,1
Nice but as everyone else has stated wheels definitely make noise,1,0,0,0,0,1
"The wheels are loud.  They are hard plastic with no rubber cushion, so vacuuming hardwood floors is quite loud.",1,0,0,0,0,1
"Especially now, I am very sensitive to sound and even listening to prolonged vaccum noise irritates me, but now with dyson, I don't get bothered.",0,0,0,0,0,1
"Needs to be on ""Max"" most the time making vacuum time much less. i would prefer they call the low mode ""whisper"" mode, as it's great when im trying to be quiet",0,0,0,0,0,1
 It's much quieter than my Oreck vacuum.,0,0,0,0,0,1
I barely could shut it off fast enough in response to a loud noise.,1,0,0,0,0,1
  Very quiet.  My dog hated our old corded vacuums.  This vacuum doesn't bother him at all,0,0,0,0,0,1
"It is very quiet, so I always think it is dying but it isn't",0,0,0,0,0,1
And it’s so much quieter than traditional corded vacuums that my pets don’t get near as scared of it,0,0,0,0,0,1
noise level is less then what I expected. Not traditional loud sounding vacuum.,0,0,0,0,0,1
It is extremely quiet and works very well,0,0,0,0,0,1
" it is not loud like other vacuums, the charging station is amazing in my opinion , super convenient. I honestly have nothing bad to say about it so far",0,0,1,0,0,0
" it is not loud like other vacuums, the charging station is amazing in my opinion , super convenient. I honestly have nothing bad to say about it so far",0,0,0,0,0,1
It does make some noise but other Than that I love it.,1,0,0,0,0,1
 Very quiet.,0,0,0,0,0,1
This is the quietest hand vacuum on the market,0,0,0,0,0,1
Emptying it is super easy too,0,0,1,0,0,0
and very quiet for a potent motor,0,0,0,0,0,1
Powerful and quiet. Much quieter than the previous model,0,1,0,0,0,1
Incredibly quiet,0,0,0,0,0,1
Unbelievably quiet on auto mode,0,0,0,0,0,1
 I like that its much quieter than my original Dyson vac,0,0,0,0,0,1
 It’s a bit louder,1,0,0,0,0,1
"Power and noise: This thing is actually very quiet, I was very impressed how quiet this vacuum is, even on full boost mode. But just because it is quiet, doesn't mean its not powerful.",0,0,0,0,0,1
Is quiet and the suction is outstanding,0,1,0,0,0,0
Is quiet and the suction is outstanding,0,1,0,0,0,1
 The noise level is much quieter than what I am used to - which is a big plus,0,0,0,0,0,1
"Cons:The beater bar is loud, almost sounding like an engine that’s about to throw a rod.",1,0,0,0,0,1
Great pickup and surprisingly quiet or how effective the vacuum is,0,1,0,0,0,0
This vaccum is a beast and not too loud.,0,0,0,0,0,1
"Much quieter than any vacuum I very owned. I can have a conversation and vacuum the living room. The only draw back is that you have to keep it charge for it short fun time. But, it’s a great vacuum.",0,0,0,0,0,1
it's much quieter than other vacuums I've owned and of course a switch to leave it on,0,0,0,0,0,1
 this machine was so quiet,0,0,0,0,0,1
 Surprised by the great quiet and lack of noise,0,0,0,0,0,1
Fairly quiet for the powerBattery life is adequate,0,0,0,0,0,1
Light weight and quiet than others,0,0,0,0,0,1
"Much quieter than V6. I owned an V6, and this V10 is way quieter",0,0,0,0,0,1
 Its also a lot quieter then my previous vacuums,0,0,0,0,0,1
